Entidad,Municipio,Cluster
queretaro,arroyo seco,0
queretaro,cadereyta de montes,21
queretaro,colon,21
queretaro,corregidora,43
queretaro,el marques,10
queretaro,ezequiel montes,37
queretaro,huimilpan,2
queretaro,jalpan de serra,13
queretaro,landa de matamoros,0
queretaro,pedro escobedo,10
queretaro,penamiller,0
queretaro,pinal de amoles,2
queretaro,queretaro,44
queretaro,san joaquin,0
queretaro,san juan del rio,6
queretaro,tequisquiapan,10
queretaro,toliman,2
quintana roo,benito juarez,27
quintana roo,cozumel,11
quintana roo,felipe carrillo puerto,10
quintana roo,isla mujeres,26
quintana roo,jose maria morelos,19
quintana roo,lazaro cardenas,19
quintana roo,othon p. blanco,6
quintana roo,solidaridad,34
san luis potosi,aquismon,2
san luis potosi,axtla de terrazas,19
san luis potosi,catorce,0
san luis potosi,cedral,19
san luis potosi,cerritos,13
san luis potosi,charcas,13
san luis potosi,ciudad fernandez,42
san luis potosi,ciudad valles,20
san luis potosi,ciudad del maiz,13
san luis potosi,cardenas,13
san luis potosi,ebano,42
san luis potosi,el naranjo,13
san luis potosi,guadalcazar,0
san luis potosi,matehuala,48
san luis potosi,matlapa,2
san luis potosi,mexquitic de carmona,21
san luis potosi,moctezuma,2
san luis potosi,rayon,0
san luis potosi,rioverde,4
san luis potosi,salinas,19
san luis potosi,san antonio,0
san luis potosi,san ciro de acosta,28
san luis potosi,san luis potosi,40
san luis potosi,san martin chalchicuautla,0
san luis potosi,san nicolas tolentino,0
san luis potosi,san vicente tancuayalab,0
san luis potosi,santa maria del rio,21
san luis potosi,santo domingo,0
san luis potosi,soledad de graciano sanchez,22
san luis potosi,tamasopo,2
san luis potosi,tamazunchale,35
san luis potosi,tampacan,0
san luis potosi,tampamolon corona,0
san luis potosi,tamuin,19
san luis potosi,tancanhuitz,0
san luis potosi,tanlajas,0
san luis potosi,tanquian de escobedo,28
san luis potosi,tierra nueva,0
san luis potosi,vanegas,0
san luis potosi,venado,28
san luis potosi,villa hidalgo,28
san luis potosi,villa juarez,0
san luis potosi,villa de arista,19
san luis potosi,villa de arriaga,28
san luis potosi,villa de ramos,21
san luis potosi,villa de reyes,21
san luis potosi,xilitla,2
san luis potosi,zaragoza,19
sinaloa,ahome,41
sinaloa,angostura,42
sinaloa,badiraguato,19
sinaloa,choix,19
sinaloa,concordia,13
sinaloa,cosala,0
sinaloa,culiacan,5
sinaloa,el fuerte,35
sinaloa,elota,42
sinaloa,escuinapa,14
sinaloa,guasave,22
sinaloa,mazatlan,38
sinaloa,mocorito,19
sinaloa,navolato,10
sinaloa,rosario,42
sinaloa,salvador alvarado,48
sinaloa,sinaloa,21
sonora,aconchi,32
sonora,agua prieta,48
sonora,alamos,37
sonora,altar,28
sonora,arizpe,28
sonora,bacadehuachi,0
sonora,bacoachi,28
sonora,banamichi,28
sonora,baviacora,32
sonora,benito juarez,13
sonora,benjamin hill,28
sonora,bacum,13
sonora,caborca,48
sonora,cajeme,41
sonora,cananea,26
sonora,carbo,28
sonora,cumpas,28
sonora,empalme,42
sonora,etchojoa,21
sonora,fronteras,28
sonora,general plutarco elias calles,32
sonora,granados,0
sonora,guaymas,48
sonora,hermosillo,49
sonora,huatabampo,10
sonora,imuris,32
sonora,magdalena,37
sonora,moctezuma,33
sonora,naco,28
sonora,nacozari de garcia,32
sonora,navojoa,48
sonora,nogales,22
sonora,nacori chico,0
sonora,opodepe,28
sonora,pitiquito,28
sonora,puerto penasco,14
sonora,rayon,28
sonora,rosario,28
sonora,sahuaripa,28
sonora,san ignacio rio muerto,28
sonora,san luis rio colorado,20
sonora,san miguel de horcasitas,28
sonora,santa ana,26
sonora,ures,28
sonora,yecora,28
tabasco,balancan,42
tabasco,centla,35
tabasco,centro,1
tabasco,comalcalco,43
tabasco,cunduacan,35
tabasco,cardenas,22
tabasco,emiliano zapata,26
tabasco,huimanguillo,10
tabasco,jalapa,19
tabasco,jalpa de mendez,35
tabasco,jonuta,19
tabasco,macuspana,10
tabasco,nacajuca,10
tabasco,paraiso,35
tabasco,tacotalpa,21
tabasco,teapa,37
tabasco,tenosique,14
tamaulipas,abasolo,32
tamaulipas,aldama,13
tamaulipas,altamira,22
tamaulipas,antiguo morelos,0
tamaulipas,bustamante,0
tamaulipas,camargo,13
tamaulipas,ciudad madero,43
tamaulipas,el mante,48
tamaulipas,gonzalez,42
tamaulipas,guerrero,28
tamaulipas,gustavo diaz ordaz,13
tamaulipas,gomez farias,0
tamaulipas,hidalgo,19
tamaulipas,jaumave,28
tamaulipas,jimenez,28
tamaulipas,llera,28
tamaulipas,matamoros,41
tamaulipas,mier,0
tamaulipas,miguel aleman,26
tamaulipas,nuevo laredo,17
tamaulipas,ocampo,28
tamaulipas,padilla,32
tamaulipas,reynosa,25
tamaulipas,rio bravo,48
tamaulipas,san fernando,42
tamaulipas,soto la marina,13
tamaulipas,tampico,34
tamaulipas,tula,19
tamaulipas,valle hermoso,14
tamaulipas,victoria,17
tamaulipas,villagran,0
tamaulipas,xicotencatl,13
tlaxcala,acuamanala de miguel hidalgo,28
tlaxcala,amaxac de guerrero,0
tlaxcala,apetatitlan de antonio carvajal,11
tlaxcala,apizaco,20
tlaxcala,atltzayanca,0
tlaxcala,benito juarez,0
tlaxcala,calpulalpan,14
tlaxcala,chiautempan,48
tlaxcala,contla de juan cuamatzi,21
tlaxcala,cuapiaxtla,28
tlaxcala,cuaxomulco,0
tlaxcala,el carmen tequexquitla,19
tlaxcala,emiliano zapata,0
tlaxcala,espanita,0
tlaxcala,huamantla,4
tlaxcala,hueyotlipan,19
tlaxcala,ixtacuixtla de mariano matamoros,21
tlaxcala,ixtenco,0
tlaxcala,la magdalena tlaltelulco,19
tlaxcala,lazaro cardenas,0
tlaxcala,mazatecochco de jose maria morelos,0
tlaxcala,munoz de domingo arenas,0
tlaxcala,nanacamilpa de mariano arista,19
tlaxcala,nativitas,2
tlaxcala,panotla,2
tlaxcala,papalotla de xicohtencatl,42
tlaxcala,san damian texoloc,0
tlaxcala,san francisco tetlanohcan,0
tlaxcala,san jeronimo zacualpan,0
tlaxcala,san jose teacalco,0
tlaxcala,san juan huactzinco,0
tlaxcala,san lorenzo axocomanitla,0
tlaxcala,san lucas tecopilco,0
tlaxcala,san pablo del monte,10
tlaxcala,sanctorum de lazaro cardenas,0
tlaxcala,santa ana nopalucan,0
tlaxcala,santa apolonia teacalco,0
tlaxcala,santa catarina ayometla,0
tlaxcala,santa cruz quilehtla,0
tlaxcala,santa cruz tlaxcala,2
tlaxcala,santa isabel xiloxoxtla,0
tlaxcala,tenancingo,0
tlaxcala,teolocholco,2
tlaxcala,tepetitla de lardizabal,2
tlaxcala,tepeyanco,0
tlaxcala,terrenate,0
tlaxcala,tetla de la solidaridad,42
tlaxcala,tetlatlahuca,0
tlaxcala,tlaxcala,48
tlaxcala,tlaxco,21
tlaxcala,tocatlan,0
tlaxcala,totolac,2
tlaxcala,tzompantepec,2
tlaxcala,xaloztoc,19
tlaxcala,xaltocan,0
tlaxcala,xicohtzinco,19
tlaxcala,yauhquemehcan,37
tlaxcala,zacatelco,10
tlaxcala,ziltlaltepec de trinidad sanchez santos,28
veracruz de ignacio de la llave,acajete,0
veracruz de ignacio de la llave,acatlan,0
veracruz de ignacio de la llave,acayucan,48
veracruz de ignacio de la llave,actopan,21
veracruz de ignacio de la llave,acultzingo,2
veracruz de ignacio de la llave,agua dulce,37
veracruz de ignacio de la llave,alpatlahuac,0
veracruz de ignacio de la llave,alto lucero de gutierrez barrios,2
veracruz de ignacio de la llave,altotonga,21
veracruz de ignacio de la llave,alvarado,42
veracruz de ignacio de la llave,amatitlan,0
veracruz de ignacio de la llave,angel r. cabada,19
veracruz de ignacio de la llave,aquila,0
veracruz de ignacio de la llave,atoyac,2
veracruz de ignacio de la llave,atzacan,2
veracruz de ignacio de la llave,atzalan,21
veracruz de ignacio de la llave,ayahualulco,2
veracruz de ignacio de la llave,banderilla,13
veracruz de ignacio de la llave,benito juarez,0
veracruz de ignacio de la llave,boca del rio,11
veracruz de ignacio de la llave,calcahualco,0
veracruz de ignacio de la llave,camaron de tejeda,0
veracruz de ignacio de la llave,camerino z. mendoza,42
veracruz de ignacio de la llave,carlos a. carrillo,19
veracruz de ignacio de la llave,carrillo puerto,0
veracruz de ignacio de la llave,castillo de teayo,0
veracruz de ignacio de la llave,catemaco,42
veracruz de ignacio de la llave,cazones de herrera,2
veracruz de ignacio de la llave,cerro azul,13
veracruz de ignacio de la llave,chacaltianguis,0
veracruz de ignacio de la llave,chalma,0
veracruz de ignacio de la llave,chiconamel,0
veracruz de ignacio de la llave,chiconquiaco,0
veracruz de ignacio de la llave,chicontepec,2
veracruz de ignacio de la llave,chinameca,2
veracruz de ignacio de la llave,chinampa de gorostiza,0
veracruz de ignacio de la llave,chocaman,2
veracruz de ignacio de la llave,chontla,0
veracruz de ignacio de la llave,chumatlan,0
veracruz de ignacio de la llave,citlaltepetl,0
veracruz de ignacio de la llave,coacoatzintla,0
veracruz de ignacio de la llave,coahuitlan,0
veracruz de ignacio de la llave,coatepec,4
veracruz de ignacio de la llave,coatzacoalcos,17
veracruz de ignacio de la llave,coatzintla,37
veracruz de ignacio de la llave,coetzala,0
veracruz de ignacio de la llave,colipa,0
veracruz de ignacio de la llave,comapa,2
veracruz de ignacio de la llave,cosamaloapan de carpio,14
veracruz de ignacio de la llave,cosautlan de carvajal,0
veracruz de ignacio de la llave,coscomatepec,21
veracruz de ignacio de la llave,cosoleacaque,10
veracruz de ignacio de la llave,cotaxtla,19
veracruz de ignacio de la llave,coxquihui,0
veracruz de ignacio de la llave,coyutla,19
veracruz de ignacio de la llave,cuichapa,0
veracruz de ignacio de la llave,cuitlahuac,37
veracruz de ignacio de la llave,cordoba,6
veracruz de ignacio de la llave,el higo,13
veracruz de ignacio de la llave,emiliano zapata,35
veracruz de ignacio de la llave,espinal,2
veracruz de ignacio de la llave,filomeno mata,0
veracruz de ignacio de la llave,fortin,14
veracruz de ignacio de la llave,gutierrez zamora,13
veracruz de ignacio de la llave,hidalgotitlan,0
veracruz de ignacio de la llave,huatusco,10
veracruz de ignacio de la llave,huayacocotla,19
veracruz de ignacio de la llave,hueyapan de ocampo,2
veracruz de ignacio de la llave,huiloapan de cuauhtemoc,0
veracruz de ignacio de la llave,ignacio de la llave,2
veracruz de ignacio de la llave,isla,42
veracruz de ignacio de la llave,ixcatepec,0
veracruz de ignacio de la llave,ixhuacan de los reyes,28
veracruz de ignacio de la llave,ixhuatlancillo,2
veracruz de ignacio de la llave,ixhuatlan de madero,2
veracruz de ignacio de la llave,ixtaczoquitlan,10
veracruz de ignacio de la llave,jalacingo,21
veracruz de ignacio de la llave,jalcomulco,0
veracruz de ignacio de la llave,jamapa,0
veracruz de ignacio de la llave,jesus carranza,2
veracruz de ignacio de la llave,jilotepec,0
veracruz de ignacio de la llave,jose azueta,2
veracruz de ignacio de la llave,juan rodriguez clara,21
veracruz de ignacio de la llave,juchique de ferrer,0
veracruz de ignacio de la llave,jaltipan,42
veracruz de ignacio de la llave,la antigua,26
veracruz de ignacio de la llave,la perla,2
veracruz de ignacio de la llave,landero y coss,0
veracruz de ignacio de la llave,las choapas,10
veracruz de ignacio de la llave,las vigas de ramirez,19
veracruz de ignacio de la llave,lerdo de tejada,37
veracruz de ignacio de la llave,los reyes,0
veracruz de ignacio de la llave,magdalena,0
veracruz de ignacio de la llave,maltrata,2
veracruz de ignacio de la llave,manlio fabio altamirano,2
veracruz de ignacio de la llave,mariano escobedo,2
veracruz de ignacio de la llave,martinez de la torre,48
veracruz de ignacio de la llave,mecatlan,0
veracruz de ignacio de la llave,mecayapan,0
veracruz de ignacio de la llave,medellin de bravo,35
veracruz de ignacio de la llave,miahuatlan,0
veracruz de ignacio de la llave,minatitlan,20
veracruz de ignacio de la llave,misantla,10
veracruz de ignacio de la llave,moloacan,19
veracruz de ignacio de la llave,nanchital de lazaro cardenas del rio,37
veracruz de ignacio de la llave,naolinco,19
veracruz de ignacio de la llave,naranjos amatlan,37
veracruz de ignacio de la llave,nautla,0
veracruz de ignacio de la llave,nogales,19
veracruz de ignacio de la llave,oluta,19
veracruz de ignacio de la llave,omealca,19
veracruz de ignacio de la llave,orizaba,20
veracruz de ignacio de la llave,otatitlan,0
veracruz de ignacio de la llave,oteapan,28
veracruz de ignacio de la llave,ozuluama de mascarenas,19
veracruz de ignacio de la llave,pajapan,2
veracruz de ignacio de la llave,papantla,10
veracruz de ignacio de la llave,paso de ovejas,2
veracruz de ignacio de la llave,paso del macho,19
veracruz de ignacio de la llave,perote,14
veracruz de ignacio de la llave,platon sanchez,19
veracruz de ignacio de la llave,playa vicente,42
veracruz de ignacio de la llave,poza rica de hidalgo,6
veracruz de ignacio de la llave,pueblo viejo,21
veracruz de ignacio de la llave,puente nacional,19
veracruz de ignacio de la llave,panuco,35
veracruz de ignacio de la llave,rafael delgado,2
veracruz de ignacio de la llave,rafael lucio,32
veracruz de ignacio de la llave,rio blanco,42
veracruz de ignacio de la llave,saltabarranca,28
veracruz de ignacio de la llave,san andres tuxtla,10
veracruz de ignacio de la llave,san juan evangelista,2
veracruz de ignacio de la llave,san rafael,19
veracruz de ignacio de la llave,santiago sochiapan,0
veracruz de ignacio de la llave,santiago tuxtla,21
veracruz de ignacio de la llave,sayula de aleman,19
veracruz de ignacio de la llave,sochiapa,0
veracruz de ignacio de la llave,soconusco,0
veracruz de ignacio de la llave,soledad de doblado,19
veracruz de ignacio de la llave,soteapan,2
veracruz de ignacio de la llave,tamalin,0
veracruz de ignacio de la llave,tamiahua,2
veracruz de ignacio de la llave,tampico alto,0
veracruz de ignacio de la llave,tancoco,0
veracruz de ignacio de la llave,tantima,0
veracruz de ignacio de la llave,tantoyuca,10
veracruz de ignacio de la llave,tatahuicapan de juarez,0
veracruz de ignacio de la llave,tecolutla,19
veracruz de ignacio de la llave,tehuipango,0
veracruz de ignacio de la llave,tempoal,19
veracruz de ignacio de la llave,tenampa,0
veracruz de ignacio de la llave,tenochtitlan,0
veracruz de ignacio de la llave,teocelo,19
veracruz de ignacio de la llave,tepatlaxco,0
veracruz de ignacio de la llave,tepetlan,0
veracruz de ignacio de la llave,tepetzintla,0
veracruz de ignacio de la llave,tequila,0
veracruz de ignacio de la llave,texhuacan,0
veracruz de ignacio de la llave,texistepec,2
veracruz de ignacio de la llave,tezonapa,21
veracruz de ignacio de la llave,tierra blanca,4
veracruz de ignacio de la llave,tihuatlan,35
veracruz de ignacio de la llave,tlachichilco,0
veracruz de ignacio de la llave,tlacojalpan,0
veracruz de ignacio de la llave,tlacolulan,0
veracruz de ignacio de la llave,tlacotalpan,0
veracruz de ignacio de la llave,tlacotepec de mejia,0
veracruz de ignacio de la llave,tlalixcoyan,21
veracruz de ignacio de la llave,tlalnelhuayocan,0
veracruz de ignacio de la llave,tlaltetela,0
veracruz de ignacio de la llave,tlapacoyan,10
veracruz de ignacio de la llave,tlaquilpa,0
veracruz de ignacio de la llave,tomatlan,28
veracruz de ignacio de la llave,totutla,0
veracruz de ignacio de la llave,tres valles,42
veracruz de ignacio de la llave,tuxpan,48
veracruz de ignacio de la llave,tuxtilla,0
veracruz de ignacio de la llave,ursulo galvan,19
veracruz de ignacio de la llave,uxpanapa,2
veracruz de ignacio de la llave,vega de alatorre,19
veracruz de ignacio de la llave,veracruz,46
veracruz de ignacio de la llave,villa aldama,0
veracruz de ignacio de la llave,xalapa,38
veracruz de ignacio de la llave,xico,42
veracruz de ignacio de la llave,yanga,19
veracruz de ignacio de la llave,yecuatla,0
veracruz de ignacio de la llave,zaragoza,0
veracruz de ignacio de la llave,zentla,0
veracruz de ignacio de la llave,zongolica,2
veracruz de ignacio de la llave,zontecomatlan de lopez y fuentes,0
veracruz de ignacio de la llave,zozocolco de hidalgo,0
veracruz de ignacio de la llave,alamo temapache,35
yucatan,acanceh,28
yucatan,akil,28
yucatan,baca,0
yucatan,bokoba,0
yucatan,buctzotz,28
yucatan,cacalchen,0
yucatan,cansahcab,28
yucatan,celestun,28
yucatan,cenotillo,0
yucatan,chapab,0
yucatan,chemax,2
yucatan,chichimila,0
yucatan,chicxulub pueblo,28
yucatan,chochola,0
yucatan,chumayel,0
yucatan,conkal,28
yucatan,cuncunul,0
yucatan,cuzama,0
yucatan,dzemul,0
yucatan,dzidzantun,28
yucatan,dzilam gonzalez,28
yucatan,dzoncauich,0
yucatan,dzan,0
yucatan,hocaba,0
yucatan,hoctun,28
yucatan,homun,0
yucatan,huhi,0
yucatan,hunucma,42
yucatan,ixil,0
yucatan,izamal,13
yucatan,kanasin,35
yucatan,kantunil,0
yucatan,kaua,28
yucatan,kinchil,28
yucatan,kopoma,28
yucatan,mama,0
yucatan,mani,0
yucatan,maxcanu,19
yucatan,mococha,0
yucatan,motul,37
yucatan,muna,28
yucatan,muxupip,0
yucatan,merida,44
yucatan,opichen,0
yucatan,oxkutzcab,37
yucatan,panaba,0
yucatan,peto,19
yucatan,progreso,14
yucatan,sacalum,0
yucatan,samahil,0
yucatan,san felipe,28
yucatan,santa elena,0
yucatan,seye,28
yucatan,sotuta,0
yucatan,sudzal,0
yucatan,suma,0
yucatan,tahdziu,0
yucatan,tahmek,0
yucatan,teabo,28
yucatan,tecoh,0
yucatan,tekanto,0
yucatan,tekax,21
yucatan,tekit,0
yucatan,tekom,0
yucatan,telchac pueblo,0
yucatan,telchac puerto,28
yucatan,temax,0
yucatan,temozon,0
yucatan,tetiz,0
yucatan,teya,0
yucatan,ticul,37
yucatan,timucuy,0
yucatan,tinum,28
yucatan,tixcacalcupul,0
yucatan,tixkokob,19
yucatan,tixpehual,0
yucatan,tizimin,10
yucatan,tunkas,0
yucatan,tzucacab,28
yucatan,ucu,0
yucatan,uman,14
yucatan,valladolid,14
yucatan,xocchel,0
yucatan,yaxcaba,0
yucatan,yaxkukul,0
zacatecas,apozol,0
zacatecas,atolinga,0
zacatecas,benito juarez,28
zacatecas,calera,42
zacatecas,canitas de felipe pescador,0
zacatecas,chalchihuites,28
zacatecas,concepcion del oro,28
zacatecas,cuauhtemoc,0
zacatecas,fresnillo,22
zacatecas,genaro codina,0
zacatecas,general enrique estrada,28
zacatecas,general francisco r. murguia,19
zacatecas,general panfilo natera,2
zacatecas,guadalupe,43
zacatecas,huanusco,0
zacatecas,jalpa,13
zacatecas,jerez,14
zacatecas,jimenez del teul,0
zacatecas,juan aldama,37
zacatecas,juchipila,13
zacatecas,loreto,42
zacatecas,luis moya,28
zacatecas,mazapil,28
zacatecas,mezquital del oro,0
zacatecas,miguel auza,7
zacatecas,momax,28
zacatecas,monte escobedo,28
zacatecas,morelos,32
zacatecas,moyahua de estrada,28
zacatecas,nochistlan de mejia,42
zacatecas,noria de angeles,0
zacatecas,ojocaliente,42
zacatecas,pinos,21
zacatecas,panuco,0
zacatecas,rio grande,14
zacatecas,sain alto,2
zacatecas,santa maria de la paz,28
zacatecas,sombrerete,10
zacatecas,susticacan,0
zacatecas,tabasco,19
zacatecas,tepechitlan,28
zacatecas,tepetongo,0
zacatecas,teul de gonzalez ortega,0
zacatecas,tlaltenango de sanchez roman,42
zacatecas,trinidad garcia de la cadena,28
zacatecas,valparaiso,19
zacatecas,vetagrande,0
zacatecas,villa garcia,2
zacatecas,villa gonzalez ortega,0
zacatecas,villa hidalgo,2
zacatecas,villa de cos,19
zacatecas,villanueva,19
zacatecas,zacatecas,20
